,Title,Company,Location,Rating,Date,Salary,Description,Links
723,eCommerce Data Analyst,Uline,"Pleasant Prairie, WI 53158",3.1,PostedPosted 30+ days ago,NaN,"Manage eCommerce data infrastructure inclusive of digital analytics data, reporting and analytic platforms.
401(k) with 5% employer match.",/rc/clk?jk=ab6c681a97b91c5b&fccid=2f680121eef7890a&vjs=3
724,Data Analyst,Unicon International,"New Albany, OH 43054",3.9,EmployerActive 2 days ago,$23 - $28 an hour,"The analyst will assist in providing data analytics expertise to optimize TFS execution performance.
Strong organizational skills and keen attention to detail…",/company/Unicon-International/jobs/Data-Analyst-7658ee2e80910586?fccid=af17858d3d51f25c&vjs=3
725,Data Analyst,Xiartech,"Detroit, MI",NaN,EmployerActive 4 days ago,"$50,733 - $102,386 a year","3-5 Years' experience in Project Management.
Strong interpersonal and leadership skills, ability to lead cross-functional teams required.",/company/Xiartech/jobs/Data-Analyst-12f484aef497b2ec?fccid=680849477060c18c&vjs=3
726,Data Analyst,"OSS, Inc","Gaithersburg, MD 20877",3.3,PostedPosted 30+ days ago,NaN,"Provide guidance to tech leads in producing data models & ETL designs.
Interact w/sr. mgmt to understand global pic & insights needed to draw out of data lake…",/rc/clk?jk=92d380389bd121a2&fccid=f6e082071340eeac&vjs=3
727,SAS Data Analyst,ValueBase Consulting,"Eden Prairie, MN",NaN,PostedPosted 30+ days ago,$60 an hour,Self-driven data / Analytics resources with experience in data management and hands-on experience in SAS / Python (similar Analytics tool).,/rc/clk?jk=80db4829d7159b96&fccid=ffc8bb74d131df37&vjs=3
728,Data Analyst,Bronco Billy's | BBC,"Cripple Creek, CO 80813",NaN,PostedPosted 30+ days ago,"$55,000 - $77,000 a year","Enters data into appropriate databases/applications.
Analyze, interpret, and distribute data by creating reports utilizing Excel and other Business Intelligence…",/rc/clk?jk=e5662c47f671b8c5&fccid=d1daf8a73a9f75c0&vjs=3
729,Data Analyst,All Florida Paper,"Miami, FL 33178",3.5,PostedPosted 30+ days ago,NaN,"Structure large data sets to find usable information.
Use graphs, infographics and other methods to visualize data.
Key in ‘attention to detail’ items.",/rc/clk?jk=29bba6aca77ef9ea&fccid=12c19d727b657c2d&vjs=3
730,"Marketing Strategy Analyst \u007C Remote, USA",Optiv,"Remote in San Francisco, CA",3.2,PostedPosted 3 days ago,NaN,"The ideal candidate is an experienced, passionate data analyst who is highly strategic, a data-driven decision-maker, creative problem solver, and incredibly…",/rc/clk?jk=321654ea8d3365fe&fccid=49695b7608b70a89&vjs=3
731,SAS Data Analyst,Sarum LLC,"Harrisburg, PA 17102 (Midtown area)",NaN,EmployerActive 2 days ago,$45 - $55 an hour,"Extraction of data from various data sources and warehouses: 5 years (Preferred).
Lead analyst in the oversight and tracking of data requests by using the…",/company/Sarum-LLC/jobs/SAS-Data-Analyst-3bebf4c45b2a7585?fccid=6c379c79331eed2e&vjs=3
732,"Analyst, Data Science",Annalect,"Chicago, IL",2.9,PostedPosted 30+ days ago,NaN,"You will collaborate with other data scientists to build custom algorithms to optimize media performance, build/automate modeling infrastructure, build/automate…",/rc/clk?jk=52b7206b613c36e2&fccid=1ae48412754511fd&vjs=3
733,Statistician/Data Analyst,University of California - Irvine,"Irvine, CA+2 locations",4.3,PostedPosted 1 day ago,NaN,"Minimum 5 years of experience in data science and biostatistics with preference in epidemiology, genetics, or population sciences setting Several years of…",/rc/clk?jk=0dfa23174716dd08&fccid=eacce60f6c6b75f5&vjs=3
734,System / Data Analyst - Remote,IBSS CORP,+1 locationRemote,4.7,PostedPosted 8 days ago,NaN,NOAA NCEP Central Operations (NCO) on average ingests 270 Gigabytes of environmental data from various sources and disseminates over 5 Terabytes of data each…,/rc/clk?jk=90e4ad89a5e1ddec&fccid=372a498d4b381de2&vjs=3
735,Business Intelligence Analyst,myDigitalOfficecom LLC,Remote,NaN,PostedPosted 30+ days ago,NaN,"MDO brings together data from multiple hotel systems, giving users real-time access to their hotels' data in one place.
Bachelors degree in a related field.",/rc/clk?jk=ac70d9ca40245dbb&fccid=dd616958bd9ddc12&vjs=3
736,Business Analyst,Positive Psyche,Remote,4.4,EmployerActive 2 days ago,"$80,000 a year","Business analysis: 5 years (Required).
Analyze data to identify improvement opportunities and key breakdowns of workflows.
An understanding of ITIL practices.",/company/Positive-Psyche/jobs/Business-Analyst-f7a0f713c1a129fc?fccid=321865a44e7dae71&vjs=3
737,2023 Associate - Salesforce and Data Analytics Rotation,SEI1GLOBAL,"Oaks, PA",3.7,PostedPosted 2 days ago,NaN,"Work with data integration, reporting/dashboards, and data analyst teams to learn how SEI uses salesforce and data to find and generate leads and revenue.",/rc/clk?jk=07632e5f805dfa52&fccid=5abb29ad39ad367c&vjs=3
738,Senior Finance Master Data Analyst,Nike,"Portland, OR",4.1,PostedPosted 30+ days ago,NaN,You will support and execute finance master data related tasks while leading efforts on system implementations for process excellence and execution with a focus…,/rc/clk?jk=dd53c851a5ba2aac&fccid=2c62e4de04b8f952&vjs=3
739,Data Analyst I,Gesa Credit Union,"Richland, WA 99352+1 location",3.4,PostedPosted 28 days ago,$26.54 - $39.81 an hour,"Troubleshoot data-related problems and make maintenance or modification suggestions.
Assist with various data validation, balancing, and business intelligence…",/rc/clk?jk=46289ae8f3dfd372&fccid=ff037935e6a5c286&vjs=3
740,Business Intelligence Analyst I,Leprino Foods,"Denver, CO 80211 (Highland area)",NaN,EmployerActive 9 days ago,"$85,000 - $100,000 a year","Intermediate understanding of database design and data warehousing concepts.
This position has an annual target bonus of *5%*.",/company/LeGrille-Caf%C3%A9-at-Leprino-Foods/jobs/Business-Intelligence-Analyst-bcc204e557ce552c?fccid=311701b39ba64ef1&vjs=3
741,Data Analyst,P-PSS,"Lansing, MI 48933 (Downtown area)",NaN,PostedJust posted,NaN,"The right candidate will be highly organized, detail-oriented and possess exceptional communication skills working with our clients to ensure reporting and…",/company/P--PSS/jobs/Data-Analyst-4e2932d736994556?fccid=088aedb0f9033938&vjs=3
742,Business Analyst,Race Telecommunications LLC,+1 locationRemote,NaN,PostedPosted 30+ days ago,"$80,000 - $120,000 a year","3+ years of experience as a business analyst.
Classification: Full-Time, Non-Exempt, At-Will.
Location: Remote (May work on-site at a Race Communications office…",/rc/clk?jk=9e7d34c9c3535c63&fccid=dd8fe23569833ee9&vjs=3
743,JR. Data Analyst,Plasma Computing Group,"Dallas, TX",4.0,PostedPosted 30+ days ago,NaN,"Data analyst will be preparing technical Bl reports by collecting, analyzing, and summarizing information and trends to gain insights on large data.",/rc/clk?jk=5111df921e6899f2&fccid=62962e7b20e362c4&vjs=3
744,Data Analyst,ClearChoice Dental Implant Centers,"Greenwood Village, CO",2.7,PostedPosted 17 days ago,"$70,000 - $85,000 a year","Strong experience in documenting the data requirements, data strategy, data rules then applying them (standardization, cleanse, and validation).",/rc/clk?jk=4f3e4a421ce28e42&fccid=95368e22db1645c9&vjs=3
745,Healthcare Data Analyst Sr.,"JP Systems, Inc.",Remote in Virginia,NaN,PostedPosted 1 day ago,NaN,Ability to interface with clinical data quality/data analysts and project team personnel and the client’s Program Office team and create clear data analysis…,/rc/clk?jk=c6b4c16587cd72b1&fccid=686596b443a39989&vjs=3
746,Senior Business Intelligence Analyst,ProAssurance,Remote in Alabama,3.8,PostedPosted 10 days ago,"$81,823 - $135,022 a year","Bachelor’s degree in data analytics, data science, computer science, management information systems, finance, statistics, or related field required.",/rc/clk?jk=254c8bfc17a50661&fccid=5c568e8024b08d9b&vjs=3
747,Data Analyst,Financial Center First Credit Union,"Remote in Indianapolis, IN 46226",3.6,PostedPosted 30+ days ago,NaN,"3-5 years of work experience performing data analysis, data mining, statistical analysis, etc. in a professional setting.",/rc/clk?jk=3ebe27eb4ef4ad48&fccid=d58f0118cb879dac&vjs=3
748,Marketing Data Analyst (Remote),"Teaching Strategies, LLC",Remote,NaN,EmployerActive 7 days ago,NaN,"Explores data continually to find trends, identify potential issues, monitor MQL progress and identify areas for data quality improvement.",/rc/clk?jk=24663683674cc5fc&fccid=a95163f83fe82e51&vjs=3
749,Data Analyst,Brown University,"Providence, RI 02912 (College Hill area)",4.3,PostedPosted 3 days ago,NaN,"Preferred: Experience with basic data management techniques (data entry, verification, creating statistical data sets), and with the statistical packages Stata…",/rc/clk?jk=67b38519919d5a7d&fccid=f9fa79636b191cd1&vjs=3
750,Data Analyst,TEC,"Hybrid remote in Monroe, LA 71203",NaN,EmployerActive 8 days ago,NaN,"Develops and maintains data bases and data systems – reorganizing data in a readable format.
Research new data sources and analytical tools.",/company/TEC/jobs/Data-Analyst-9ea104e90c3521ec?fccid=faa3c97dfe7549b0&vjs=3
751,Data Warehouse Analyst,U.S. Bank National Association,"Hybrid remote in Charlotte, NC 28202+5 locations",3.6,PostedPosted 14 days ago,"$99,365 - $128,590 a year","At least 5 years experience with tools, facilities and techniques for managing and administering data.
Defines relationships in data within the system of record…",/rc/clk?jk=e1b60668fb1195b8&fccid=ae5bfc395c530fbc&vjs=3
752,Data Analyst,Cirkul Inc,"Watertown, MA 02472+1 location",3.2,EmployerActive 6 days ago,NaN,Fluency in data analysis and data-driven problem solving; a track record of using data to communicate results to key stakeholders.,/rc/clk?jk=b00d98c4678a2779&fccid=05646df2342637d4&vjs=3
753,ICQA Data Analyst,Amazon.com Services LLC,"Joliet, IL+1 location",3.5,PostedPosted 30+ days ago,NaN,2+ years of experience in a business analyst/data analyst/statistical analyst role and conducting analysis and data mining using Excel.,/rc/clk?jk=3428fad7988b7248&fccid=fe2d21eef233e94a&vjs=3
754,DATA ANALYST,New Horizons of the Treasure Coast Inc.,"Fort Pierce, FL 34981",2.8,PostedPosted 10 days ago,NaN,"Maintain integrity and security of submitted data.
Must have minimum 5 years experience with EHR Data Analysis.
Experience with SQL, Tableau, or Power BI.",/rc/clk?jk=144213ce71c8ecfd&fccid=54b872e0996cfdf0&vjs=3
755,Sr. Data Analyst,Fabletics,Hybrid remote in California,4.3,PostedPosted 30+ days ago,"$80,550 - $148,500 a year","The right candidate would be detail-oriented, incredibly curious, and technically capable with a deep desire to become expert in our systems and data structures…",/rc/clk?jk=bd7130b36dee0979&fccid=481c58ab47ba3336&vjs=3
756,BI Analyst,Four Squared Solutions,"Doral, FL+1 location",NaN,EmployerActive 3 days ago,"$88,164 - $115,000 a year","Collaborate with Data Analysts, cross-team engineers to identify data sources, build scalable data models, and operationalize the data analytic.",/company/Four-Squared-Solutions/jobs/Bi-Analyst-d17547f6d60a7c08?fccid=2d51d7f1fe8f0088&vjs=3
757,Data Analyst,"William E. Wecker Associates, Inc.","Jackson, WY 83001",NaN,PostedPosted 30+ days ago,NaN,"Strong computer and data analysis skills (we use SAS, S-plus, Mathematica, and other scientific and general business software in a UNIX environment);",/rc/clk?jk=d4465bc847ca8b4c&fccid=2ded1102b05cde6d&vjs=3
758,Data Research Analyst,The State of Kansas,Kansas,3.5,PostedPosted 30+ days ago,"$60,000 - $72,000 a year",Assists the agency and the data and research team in maintaining data standards and access as well as other data team responsibilities pertaining to the agency.,/rc/clk?jk=04d9a7e56d15bf5b&fccid=d3d28fff4c42abc0&vjs=3
759,Lead Business Analyst,AVS solutions,Remote,NaN,EmployerActive 3 days ago,From $40 an hour,"The Sr. BA or Principal BA will interact with all members of the project team including architects, system analysts, project managers, developers, quality…",/company/AVS-Solutions/jobs/Lead-Business-Analyst-8c5d20281d0f72b9?fccid=e80e7ac044c16705&vjs=3
760,Data Science Analyst,Banyan Data Services,"San Jose, CA",NaN,PostedPosted 30+ days ago,NaN,"Possess strong analytical skills and are comfortable dealing with numerical data.
Pay strong attention to detail and deliver work that is of a high standard.",/rc/clk?jk=dbf6e6a46aa7df96&fccid=7816d2f6e243dded&vjs=3
761,Bioinformatics Data Analyst I,University of Utah,"Salt Lake City, UT 84112 (East Bench area)+6 locations",4.2,PostedPosted 1 day ago,"$47,600 - $90,400 a year","This individual will assist researchers with the design of next-generation sequencing and microarray experiments, analyze and interpret data from those…",/rc/clk?jk=23b32697e0fc5771&fccid=6328b27691d3fdc3&vjs=3
762,Research Data Analyst Associate (2-Year Term),Northwestern University,"Evanston, IL+1 location",4.1,PostedPosted 14 days ago,NaN,"Completes data cleaning and organizes data files for analysis.
Reviews data and Identifies quality issues.
The data analyst Associate will work alongside other…",/rc/clk?jk=a392c0c71d69d074&fccid=bc51f56762438d6f&vjs=3
763,Data Analyst,Elutions,"Tampa, FL 33602 (Downtown area)",3.3,PostedPosted 30+ days ago,NaN,"Perform statistical data analysis and statistical modelling with high quality data handling techniques.
Incorporate process of continuous improvements into day…",/rc/clk?jk=6c438a620e58f2a5&fccid=7fb898c4129a13a9&vjs=3
764,Senior Data Analyst (contract),Wells Fargo,"Charlotte, NC+18 locations",3.7,PostedPosted 25 days ago,NaN,"Experience in remediation analytics with large data sets.
Utilize data analysis to recommend future action to leadership.
SAS Base or E.G. experience.",/rc/clk?jk=4052f68b3ba71db8&fccid=78bbcd26e39621f5&vjs=3
765,Associate Systems and Data Analyst,BOEING,"Mesa, AZ 85215 (Northeast area)+2 locations",3.9,PostedPosted 3 days ago,"$59,500 - $80,500 a year","Performs data analysis through the development and administration of data scripts, programs and routines.
Facilitates data deliveries for internal and external…",/rc/clk?jk=50dbebc7ca83b132&fccid=edae4285faf6c2f0&vjs=3
766,"Analyst, Enterprise Analytics","DoorDash, Inc.","San Francisco, CA 94105 (Financial District/South Beach area)+2 locations",3.3,PostedPosted 30+ days ago,"$73,000 - $117,000 a year","You have 1-2 years experience in data analytics with a strong attention to detail and accuracy, and you are passionate about telling the story behind the…",/rc/clk?jk=e5ed97af2b12cf81&fccid=efd005a3cb57805b&vjs=3
767,Supply Chain Analyst,thredUP Inc,"Hybrid remote in Scottsdale, AZ",3.0,PostedPosted 3 days ago,NaN,"Collect data on supply chain operations.
Competitive salary (we leverage market data).
Provide logistics data to the accounting team and approve all logistic…",/rc/clk?jk=285c0139fd930c93&fccid=f287b6189e174df5&vjs=3
768,Sr. Data Visualization Analyst (305),Amplify Consulting Partners,Remote,NaN,PostedPosted 16 days ago,"$100,000 - $150,000 a year","Knowledge of dataflows, recipes and data set design experience for complex data and relationships.
Experience testing and validating data.",/rc/clk?jk=8450fc5110d4ade4&fccid=0999b124f1f7b77e&vjs=3
769,Technical Business Analyst (Client Services),"Evolver, LLC. a CSS Company",+1 locationRemote,NaN,EmployerActive 2 days ago,"$130,000 - $180,000 a year","5 years of experience as a BA and data solution within investment management.
Advisory level understanding of data solutions including accounting, reporting,…",/company/Converged-Security-Solutions/jobs/Technical-Business-Analyst-96c8beac36a4514c?fccid=b1924112ae534e96&vjs=3
770,Senior Financial Analyst (Remote-Home Based Worker),Allstate,"Remote in Chicago, IL",3.7,PostedPosted 29 days ago,"$68,500 - $80,000 a year","Experience in leading the build of data visualization to explore, analyze, visualize, and present data (software such as Tableau or Power BI are a plus).",/rc/clk?jk=ab39f0acb4f7a23b&fccid=3a71a4d2f7990a25&vjs=3
771,Operations Data Analyst (Remote) (SAS Required),EmblemHealth,Remote,NaN,PostedPosted 30+ days ago,"$65,000 - $75,000 a year","Experience working with large volumes of data required.
Solid coaching skills to continuously develop staff core data analysis competencies at vendors required.",/rc/clk?cmp=WellSpark-Health%2FConnectiCare&ti=Operation+Data+Analyst&jk=9b00d1a9ead9d26f&fccid=4101af6c255e1c62&vjs=3
772,Associate Data Analyst,The Surplus Line Association of CA,Remote,3.3,PostedPosted 30+ days ago,$25.65 an hour,An Associate Data Analyst must demonstrate a strong attention to detail and conduct thorough analysis to arrive at accurate conclusions.,/rc/clk?jk=175ea4ec199bd838&fccid=782d2fc5d2618778&vjs=3
773,Healthcare Analyst - Operations Data Analyst,Alignment Healthcare,+1 locationRemote,2.8,Employer30+ days ago,NaN,"A. Minimum of 5 years’ experience working with business leaders creating business solutions.
Provide data analysis expertise and strategic input to the…",/company/Alignment-Healthcare/jobs/Healthcare-Analyst-5f2e851b6d4e1b1a?fccid=b671a434bbdb37f3&vjs=3
774,Evaluator/Data Analyst,Jamaica Hospital Medical Center,"Flushing, NY 11355",3.7,EmployerActive 10 days ago,"$80,000 - $90,000 a year",Establishing and coordinating a unified data collection and reporting system that accurately captures the required SAMHSA data quality and performance measures.,/company/Jamaica-Hospital-Medical-Center/jobs/Evaluator-Data-Analyst-e35d0aca2b79c230?fccid=3453ff34502d1708&vjs=3
775,Equities Data Analyst,Bloomberg,"Princeton, NJ 08543+1 location",3.9,PostedPosted 9 days ago,NaN,"Demonstrated capability in data management, data processing, data analysis, and associated tools & technologies.
Intermediate or advanced proficiency in Excel.",/rc/clk?jk=55600e9f38e323ff&fccid=f770da67b3b51c62&vjs=3
776,Data Analyst/Scientist,Virtue Analytics,"Woodbury, MN",NaN,PostedPosted 30+ days ago,NaN,"Capturing data from information systems to support the development of research plans.
Working collaboratively across the system to obtain the data necessary for…",/rc/clk?jk=ead6cfc9f4f29821&fccid=af921f94e012d7af&vjs=3
777,Commercial Business Intelligence Analyst,Invitae,"Remote in San Francisco, CA 94107",3.4,PostedPosted 1 day ago,"$63,700 - $79,600 a year","Develop and maintain DBT models: Create, update, and optimize data transformation models in DBY to ensure data accuracy, consistency, and performance.",/rc/clk?jk=bd35b2f67987be93&fccid=03925754e1730576&vjs=3
778,Management Analyst,ASRC Federal Holding Company,Remote,3.4,PostedPosted 1 day ago,NaN,"Analyzes data gathered, develops information and considers available solutions or alternate methods of proceeding.",/rc/clk?jk=fe5d97ddf69dc590&fccid=adbb342bd2008a4b&vjs=3
779,"Data Analyst, Learning & Development","Morgan & Morgan, P.A.","Brooklyn, NY",2.9,PostedJust posted,NaN,"Minimum of 3 years of experience in data analysis, preferably in a training or learning and development environment.",/rc/clk?jk=3fe6945591a92eac&fccid=17e4ae057183f390&vjs=3
780,Guidewire Business Analyst,Zenaide Technologies,Remote,4.5,EmployerActive 2 days ago,$65 - $70 an hour,Guidewire Business Analyst Remote 12+ Months Required Skills: • Requirements definition for projects and multi-year strategic Guidewire initiatives; identify…,/company/Zenaide/jobs/Guidewire-Business-Analyst-9dbbe9fa397e3537?fccid=b111244eb5b97e0e&vjs=3
781,Data Analyst - Surgical Services,BayCare,"Safety Harbor, FL",3.9,PostedPosted 30+ days ago,NaN,"Experience in Microsoft applications and data analysis techniques.
Three years of data analysis or systems required with HS Diploma.",/rc/clk?jk=0e196b6634fd5338&fccid=335260ae02d1f584&vjs=3
782,Research Data Analyst,Nemours,"Wilmington, DE 19803",3.7,PostedPosted 30+ days ago,NaN,"Ensure compliance with IRB protocols and established enterprise data privacy and security guidelines.
Become a Nemours expert and resource for Epic's research…",/rc/clk?jk=191ba98022d1a91f&fccid=43e1a951aaedcf00&vjs=3
783,Data Operations Analyst,Waystar,"Atlanta, GA 30308 (Midtown area)",3.2,PostedToday,NaN,"Supporting our data driven predictive analytics platform, we also have rule-based anomaly predictions.
Customizable benefits package (3 medical plans with…",/rc/clk?jk=065db3b05557024f&fccid=71837aa59789b196&vjs=3
784,Data Analyst -128361,Cyborg Mobile,Remote,NaN,EmployerActive 27 days ago,$50 an hour,"Experience with data analysis (5-7 years).
Understanding of relational databases (5-7 years).
Responsible for data de-duplication (matching and merging data),…",/rc/clk?jk=4d0e00c294c6b422&fccid=6125fd806f0d9da8&vjs=3
785,Data Analyst,"Midwest Veterinary Supply, Inc.","Remote in Lakeville, MN 55044",2.4,PostedPosted 3 days ago,NaN,"Build custom data extractions, data summarizations, data prep processes for ongoing initiatives within the BI department set forth by the company utilizing SQL…",/rc/clk?jk=fef49eaf248a464c&fccid=54b19ee533569f8f&vjs=3
786,Open Data Business Analyst (Special Services ARPA),City of Detroit,"Coleman, MI",3.5,PostedPosted 30+ days ago,"$99,986 - $120,016 a year","Direct past experience building, designing or maintaining data warehouse and/or data stores.
Experience working directly with data and engineering teams.",/rc/clk?jk=a353d14796b2e6df&fccid=6ac64d54cee20c66&vjs=3
787,Payment & Billing Data Analyst,"The Travelers Companies, Inc.","Hartford, CT",3.6,PostedPosted 3 days ago,"$72,700 - $120,000 a year",You and your team will align capability requirements to reporting & data strategy needs while executing & supporting data profiling and mapping activities.,/rc/clk?jk=c59c43130096c834&fccid=614604a6208fa23b&vjs=3
788,Data Collection Analyst,Alphamatician,"Boston, MA",NaN,PostedPosted 30+ days ago,NaN,"Troubleshoot and monitor data collection.
Configure our in-house advanced data collection tools.
A good working understanding of website architecture and data…",/rc/clk?jk=acf1e9bae91edcb0&fccid=20584535ea6234bf&vjs=3
789,Energy Market GIS and/or Data Analyst,Hitachi Energy USA Inc,"Broomfield, CO",NaN,PostedPosted 8 days ago,$60 - $80 an hour,Bachelor's degree from four-year college or university and 0-5 years of experience Knowledge and experience with market research Experience analyzing energy…,/rc/clk?jk=441883e81e6c276f&fccid=2843d53df8f4f41f&vjs=3
790,Data Analyst,Dynamic Campus Solutions Inc.,"Livonia, MI 48150",3.6,PostedPosted 28 days ago,NaN,"Provide quality assurance of imported and exported data Commissioning and decommissioning of data sets.
Processing confidential data and information according…",/rc/clk?jk=2680221a0641a780&fccid=39377a413160e927&vjs=3
791,Sales Operations Analyst (Remote),Wesco,"Remote in Little Rock, AR 72209",3.4,PostedPosted 30+ days ago,"$54,200 - $86,700 a year","Compile and analyze data on historical sales and trends to forecast future trends.
2-3 years of related experience.
Advanced proficiency in Microsoft Excel.",/rc/clk?jk=cbc4ee3604e71be0&fccid=80fa24e3e94a3473&vjs=3
792,Data and Analytics Analyst (Remote),Regions,"Remote in Birmingham, AL 35203",3.5,PostedPosted 20 days ago,NaN,"Performs data analysis to help achieve data automation.
Focusing on day-to-day deliverables, this role works with senior analysts and managers to gather and…",/rc/clk?jk=aa581f6543f3084d&fccid=14b6efc0812e707a&vjs=3
793,Data Analyst,"Applied Systems, Inc.","Remote in Chicago, IL 60611",3.3,PostedPosted 30+ days ago,NaN,"Experience with SQL for pulling data.
The ideal candidate is an entrepreneurial, data driven individual with a passion for evolving a business through the use…",/rc/clk?jk=2a504267d67593cd&fccid=107cce579bbe72b8&vjs=3
794,Credit & Collections Analyst,LHH Recruitment Solutions,"Tulsa, OK",3.6,PostedPosted 30+ days ago,$18 - $19 an hour,"Analyze data and account information.
Associate Degree preferred; Bachelor’s Degree in Business, Accounting, Finance or related field a plus.",/pagead/clk?mo=r&ad=-6NYlbfkN0A_GD1K3dzeu7WcKnsm6RLSD1_QV-mkIht0EvhowBp1RKp11ERs64yyZBAVo7EuAez0RrpXy0P1HAXzhVrtrsFJvgOtPHHw__II2MwXcAysnUabSK9rxG_mTCfi9v5WQ7V-F0W8INJ8LaON8sgU5mV3WVGOn8JSKZFM_UV3TVRl4kJ9D7lZWk5ogC38ZA43qXmpv8Y-QU2MH43kIHsHtkFJ3qcrSFVeCNhBre-TVAD1BoZowTpWN-fz4W5R7tKdHLt7kRPPTQl5TxTTX8bleMZfeni1QWVoS-sb2I5kh73tiW0rFiyGPrwOcdh9t_Eg2pdn5yIF2Y_32awWjYJsDYRamu9RDNPduQ2Fofbd2oETz0-IExy_sV-4G6QCOJ67qRAGQTlbbu_Jipr1jOoYUPw_DfJYFEZBVNA43y5qrFX4kqR-8HfI5AInqvnTNVSevwOgxGmjb38XshyvpqYHp0PUZWpHIVp3sM1tFLn-c-0dMV9JwY1NmCVxOxgcHOf754XAuXT-Vn1eufnW6y_VDTMK72n9haxDSfkxBUV86Fuz-247m0E_YuVOs6qSa_TiGtjEevJbtUP2EFr4tv5hdr_xm0ieyNWBpQEsFsZvejevpirR_RT3j6HsdUZI1S9Uqml__9hvURBnWTYh_yHPfgtWZbCwnp_SR0678c-6m7Fvau30rz8HGGNRwbH6agwxdE5QS-zFsaJi46zbhO4QsuKOvET5OW6d3qE=&xkcb=SoCF-_M3Rug1d4wiDp0KbzkdCdPP&p=12&fvj=0&vjs=3
795,Board Certified Behavior Analyst (BCBA) - Early Childhood,Beacon ABA Services,"Fall River, MA",3.1,PostedPosted 22 days ago,"$63,000 - $72,000 a year","Analyze data collected to determine teaching program effectiveness.
Collect data for each goal/objective during each teaching session.",/pagead/clk?mo=r&ad=-6NYlbfkN0AAj-h-XTHTyJV9DeuqPzs9vw-QAB6m4-UC5_564LizPT_eip0k2E9ElLY0msMa0cXmf9pki91oq1zoY8DI5ly8KP1UGvB8ef5su-WtEOzW-vcbVHb4vKAG6R28dqtrYp6yWn3MCvZf_CprwmQSZCKuG7Nfpwy9TZr2A6ue5sCDql60kKAfOitV6GYYMc9X32vyKV7AZV1xvvOmoVnAhVYlCZ036dIBEKKFnxhuqf3Gm2BygqaSw6V1bJEW9NjSJJFSc7_0f_A-1fNnRhso8KApGi8Djg-oSMXPagdNqebScKt3KRMdrCpofEGnTMzoRHh792VDvOKgKx3I0GjTskIHpBa-W4pXtwNO3_T2rE_akqWNCAUzdUvU1FYayYPtdJovsgqr_mGSnku7hI328mcmvNInVhSTejyV6fu2V0J6VVoV7TkNLrv1dr5i3wEjEmWZ7Jhb4OE-dZEmj5k290TQltxp1ef2SzWTziwWVs9UP-RbBuXS_YrrMg0Y-DOxIjzmtSrRgVCpXOxT34BN3d3GQyjdZiudqjJWh5jO8O6qGEnJX-6EPbVL_845BO3p8PXm9jICsXYKCAG2DcrBSGU66ov06hSzprA=&xkcb=SoAL-_M3Rug1d4wiDp0NbzkdCdPP&p=13&fvj=1&vjs=3
796,Data Engineer (Senior Technology Analyst) (JO#5883),Judicial Council of California,"Hybrid remote in San Francisco, CA 94102",3.1,PostedPosted 20 days ago,"$7,267 - $10,901 a month","This position will be responsible for highly advanced technical tasks related to data translation, data transformation, data warehousing, data prepping and…",/pagead/clk?mo=r&ad=-6NYlbfkN0ALWqCzMb1B09GC4chStNFmDzs79E1fMPYZ9xNQdgkbOSHhHL8mf0sAasfcnVVX5aSD9ysjIPuKZAGAuKyRX2s2fYQDrJyFN0BTLeVATrd8af2SqL0v17sXxiOpTtEonnG5zLRwcTr--5W9-dGX87xZyV8xxZfni0bz2_8mHnRntq0s85vOWQJ7vXh1ZeRVFflHAvhCGU0CgIdO_1B9jYHHb0XJsPvJYSObbkY0Jt_1kCwn-MQjsR0rSL-BEDi7ObE79Yuii-HMghsKUU7-YTsyJNnaupErGnJFOZX9yX8y-mCgKiYvb_5rKn0OXFnXyUBnSAanPcxoJx9kRqO-mKYlkgYDObJ0TJLC0xzeYRAiBXhplgDUtyqMr4DsP9cGMJb4CsM5wGj7FdLQqRhi-CBEt8fuvIiFm4bltSdxy0g1amnrOLTIvycVaSkEDIgRFmOSO4KRHs2d5Z90ss_ZBfcnxNOhEyqL61oZqO3puNhg52KUlZm9UjHmXt9JMvP7kMMcsbAeCDOtLHDV1rItPJ2x5N0m9MRs6ciDXeijt0wUyLPOImNwzr0j&xkcb=SoC_-_M3Rug1d4wiDp0MbzkdCdPP&p=14&fvj=1&vjs=3
797,Reporting Analyst,Holman,"Mount Laurel, NJ",3.3,PostedPosted 30+ days ago,NaN,"Proficient using SQL to query and analyze data.
Develop reports utilizing business intelligence platforms to provide needed data to clients and internal…",/rc/clk?jk=909ae10185b877eb&fccid=28871a2dda2df201&vjs=3
798,Equities Data Analyst,Bloomberg,"Princeton, NJ 08543",3.9,PostedPosted 9 days ago,NaN,"Demonstrated capability in data management, data processing, data analysis, and associated tools & technologies.
Intermediate or advanced proficiency in Excel.",/rc/clk?jk=55600e9f38e323ff&fccid=f770da67b3b51c62&vjs=3
799,Data Analyst (Remote-Philippines Only-Contractor),Pequity,Remote,NaN,PostedPosted 29 days ago,NaN,Identify new internal and external data sources to support analytics initiatives and work with appropriate partners to absorb the data into new or existing data…,/rc/clk?jk=789875631c8dbd72&fccid=bb0cb4fe1bcc675b&vjs=3
